,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
0,0.9999990826607698,0.0012261423873119578,0.0005686457448403282,8.885089763130128e-05,0,1
1,0.9999962029815634,0.0024961811750685843,0.00034521654548820845,0.0011153149931157503,0,8
2,0.9999971760515279,0.002214606086360962,0.0003691010143934936,0.0007792132526084865,0,2
3,0.9999944344157283,0.0028148376234197253,0.00047799129454297225,0.0017260796747385109,0,7
4,0.999998072179888,0.001665294718248285,0.00027374707697232084,0.001003739282231843,0,1
5,0.9999982569947448,0.0010969425412965786,0.0002225680518572768,0.0014943854910417157,0,2
6,0.9999992397897116,0.0012104778512359651,0.0,0.0002348688368069783,0,9
7,0.9999947728965018,0.0026820631716560177,0.0,0.001805745501709002,0,4
8,0.9999868223774502,0.005045413899147169,0.0009238081787170873,0.0002131865027808663,0,2
9,0.999994587045113,0.0032278042688878073,0.0005900287373235777,0.00024295300948617906,0,8
10,0.9999982218941438,0.0017791965572571584,0.0006107689674166365,0.0001327758624818775,0,3
11,0.9999928079498892,0.0029210531600685928,0.0007169857756532,0.002310287499326978,0,3
12,0.9999984067975796,0.001428086941392955,0.00011684347702305996,0.0010645739017656575,2,3
13,0.9999993352415065,0.001101706914483106,0.00023035690030101308,0.0002503879351097968,1,8
14,0.9999996115709343,0.0008364297913700176,0.0002509289374110053,0.0001194899701957168,2,8
15,0.9999944308185506,0.0026017172881981883,0.0004878219915371603,0.0020325916314048345,1,2
16,0.9999962276236375,0.002674747385156442,0.0005589024386894058,0.0002794512193447029,0,1
17,0.9999916973067882,0.003500230858706831,0.0004158690129156631,0.00204468931350201,0,1
18,0.9999989935484096,0.001407678257908139,0.00017595978223851737,1.955108691539082e-05,0,7
19,0.9999987698044208,0.00152706192546487,0.0001663136750506294,0.00031750792509665615,0,3
20,0.9999989688007997,0.0012814061488728666,0.0005368052785818765,0.00036364228549094866,0,1
21,0.9999771067099791,0.005729073277981604,0.0005801593192892765,0.0035534758306468178,0,1
22,0.9999868223774502,0.005045413899147169,0.0009238081787170873,0.0002131865027808663,0,2
23,0.9999974328032096,0.0019385260625581428,0.00010622060616756946,0.0011684266678432642,3,1
24,0.999979799376366,0.00341347329389806,0.0016787573576547835,0.0050922306515528435,0,1
25,0.9999997020784904,0.0007381509165340863,0.00022554611338541526,1.0252096062973422e-05,0,3
26,0.9999947975774051,0.0029476140534810263,0.0003983262234433819,0.00124808883345593,0,1
27,0.99988911262058,0.013222774869590012,0.0031392199330681323,0.006088184112616984,0,1
28,0.9999989111356067,0.001281990658043661,0.00038113235779676407,0.0006236711309401593,2,2
29,0.9999992472485387,0.0010569419973560986,0.00022460017443817092,0.0005813180985458541,1,1
30,0.9999962511372901,0.002720431981244031,0.00017272584007898612,0.00025908876011847916,1,1
31,0.9999935299401921,0.0035909402656983517,1.5151646690710345e-05,0.00021212305366994483,0,6
32,0.9999972773123208,0.0017260845818318474,0.0005045478008431554,0.0014870882551166684,0,3
33,0.9999991512509754,0.0011559623216295678,0.0005137610318353635,0.00031192634075718497,0,6
34,0.9999978502672059,0.001663979246284669,0.0005099291238614308,0.0011272117474831627,0,8
35,0.9999992895881629,0.001029178679472358,0.00015945021794642168,0.0005798189743506242,0,6
36,0.9999950738276308,0.0027656169161525304,0.00023637751420107098,0.00146554058804664,0,2
37,0.9999981425850158,0.0013849546612978486,0.00028916635785339697,0.0013088582513364282,0,8
38,0.9999949262707155,0.002389957648233414,0.00018588559486259885,0.00209785171344933,0,1
39,0.9999991891902846,0.0012395985666953174,7.512718586032226e-05,0.0002817269469762085,2,1
40,0.9999982546848264,0.0018588621356997496,0.00018588621356997495,2.6555173367139278e-05,1,1
41,0.9999987886448984,0.001417984741542765,5.991484823420134e-05,0.0006390917144981477,0,1
