,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
0,0.05082214415110935,0.791605335532165,0.012881986871179337,0.6014812099706415,0.09398143905791273,0,1
1,0.04716691780893236,0.6565241503050296,0.011742746715488922,0.22257216857264556,0.7190793138500856,0,8
2,0.04744230994336633,0.6949795353943121,0.011704400992258043,0.30709509650783895,0.6483118704054378,0,2
3,0.035538737360477995,0.4939168695713487,0.008836216409974725,0.23184789829807254,0.8372285216319286,0,7
4,0.04467176217826011,0.6561994100245193,0.011320076276402339,0.19817450768265452,0.7266398615030666,0,1
5,0.026451083812317342,0.413793123648182,0.0065620948081895275,0.13404782465087386,0.9000353940844388,0,2
6,0.06230535776802339,0.9532211368189543,0.015570330831397144,0.0,0.29537276704662524,0,9
7,0.03528581855665298,0.4908729568030783,0.008781039790974814,0.0,0.8704720240354539,0,4
8,0.08422040311005267,0.9119659723726979,0.020600694784156506,0.39073038386766207,0.09016855012330663,0,2
9,0.06804397745858064,0.8884162832940187,0.016923784846460524,0.4194820413264999,0.17272789936973526,0,8
10,0.060679347213301815,0.8505888801848633,0.01520082785217165,0.5101810643906267,0.11090892704144059,0,3
11,0.027936326119314486,0.3878204125386451,0.006938551622459146,0.27306826240479604,0.8798866233043429,0,3
12,0.029371824487395302,0.48102043243991693,0.007286921114166344,0.0955928074136503,0.8709566897688138,2,3
13,0.04692570747727325,0.8157117953390968,0.011641485848370338,0.39027873573253524,0.4242160171005818,1,8
14,0.05297194189226393,0.891708484533748,0.013239512915910991,0.40565942817199613,0.1931711562723791,2,8
15,0.04442149169642539,0.5585869227962411,0.011035702834223105,0.19327530232339502,0.8053137596808126,1,2
16,0.07049335495985269,0.9097153423048295,0.017898339384549475,0.3656537513320343,0.18282687566601716,0,1
17,0.038815607188962466,0.5129521468238235,0.009769488377883759,0.17090431452014898,0.8402795463907325,0,1
18,0.06494670747488925,0.9744857941282487,0.01621616285536384,0.212924132306217,0.023658236922913002,0,7
19,0.05544447920891348,0.8776548647392949,0.013769746597825304,0.2208099265821858,0.42154622347508197,0,3
20,0.047804578399702743,0.7484071058244047,0.012108545456034115,0.5475885196045354,0.37094706166758845,0,1
21,0.04658132315077041,0.5190019514246912,0.011784996254796683,0.13751342798722485,0.8422697464217522,0,1
22,0.08422040311005267,0.9119659723726979,0.020600694784156506,0.39073038386766207,0.09016855012330663,0,2
23,0.04603083348756417,0.6547342755028774,0.011703740581317668,0.06829703767347355,0.751267414408209,3,1
24,0.026649485171628455,0.31786642477295685,0.006776004208734098,0.2967317058641111,0.9000861744544704,0,1
25,0.052087570000522616,0.9069799672782553,0.013001666250937315,0.41730729227491725,0.01896851328522351,0,3
26,0.04357316937697722,0.6130630576014088,0.010968553849792327,0.23981326647206902,0.7514149016124829,0,1
27,0.035420749609692735,0.36518383401822946,0.008865556048773189,0.4263092965908813,0.8267816661156485,0,1
28,0.035380093577523426,0.5919227269820843,0.00872878956434287,0.4198561675645519,0.6870373651056304,2,2
29,0.041542057025946856,0.6904787496339102,0.01049566084816522,0.26023802702345716,0.6735572464136538,1,1
30,0.07691895723358272,0.9753842217276528,0.019547366195065648,0.11412138543966795,0.17118207815950193,1,1
31,0.06076391843281193,0.950231625889755,0.01492860045879747,0.021744331225082913,0.3044206371511608,0,6
32,0.03877826379479078,0.543637885767839,0.009714359697136368,0.2693643484577882,0.7939159744019022,0,3
33,0.051493582778094696,0.786016077225401,0.012882726401372368,0.5264833120459712,0.3196505823136254,0,6
34,0.04565270548624598,0.6378616228460124,0.011424591378570997,0.31683831260093176,0.7003794278546912,0,8
35,0.04526916050585154,0.7279659401296138,0.0113013108455628,0.18137334792594703,0.6595394470034437,0,6
36,0.03751653804112823,0.5311047718632171,0.009247429353111401,0.13477826389690623,0.8356252361608185,0,2
37,0.02804050211099699,0.4439191946955167,0.006973994516591608,0.19320625897590615,0.8745125406277857,0,8
38,0.03075754694264479,0.43507229613375725,0.007781123921910824,0.07942116778534564,0.8963246078631865,0,1
39,0.06066990305376704,0.934987775664813,0.015410137179043859,0.08995325660938962,0.33732471228521105,2,1
40,0.06909727824830647,0.9809179462919545,0.017532312664622133,0.1790636854803527,0.025580526497193244,1,1
41,0.05184064758925343,0.7857831678625712,0.013140425179938766,0.05751520028295895,0.6134954696848954,0,1
42,0.051843669191438194,0.8132206612317778,0.013048483098143333,0.22827415250822503,0.5326396891858584,0,1
43,0.06125308564563973,0.8730985204990195,0.0151212851802516,0.3306474321821393,0.35269059432761524,0,2
44,0.0360114796455248,0.6315348326292808,0.009151533056372884,0.20037989436230375,0.7480849389526006,0,1
45,0.09633605347310246,0.9700202351229994,0.02378142110474012,0.17323069396424476,0.1385845551713958,3,3
46,0.039535836123287794,0.5548480955277294,0.009918219367860436,0.10128588761427265,0.8247565134305058,3,5
47,0.07530491218936955,0.9389947307678916,0.01881374996647317,0.19214335604427815,0.27449050863468305,0,4
48,0.031299577035287685,0.44195214655443893,0.007904523610249374,0.1267782438070374,0.8874477066492618,0,1
49,0.03911295647282205,0.5572580097465891,0.009956110386968565,0.1598548448601667,0.8138064829244851,0,1
50,0.06290817838183511,0.7768460434594797,0.015335784582920925,0.022355483505357026,0.6259535381499968,0,2
51,0.02712546621648146,0.3591477903879302,0.006618673323550184,0.17366318663884084,0.9165557072605489,0,2
52,0.04988029838816711,0.6855308501374743,0.012381197979544307,0.0722623188496989,0.722623188496989,3,2
53,0.04547030714990984,0.6031235326198054,0.011383724582518769,0.3156698461859672,0.7310249069569766,0,3
54,0.059809845630078406,0.6926843926756415,0.015030032681735705,0.4381378356845205,0.5695791863898767,0,1
55,0.041348829214470695,0.6047563233425546,0.010289052692365394,0.015002422095011772,0.795128371035624,0,3
56,0.035743560003976056,0.5636542749250627,0.00887679092761256,0.310929802291413,0.7643690972997236,0,2
57,0.05491639791711841,0.7726117988475776,0.013820958874658184,0.5843003314885669,0.24177944751251043,0,1
58,0.0412898198421928,0.4795759070362132,0.010367609066665682,0.5137147214105793,0.7101350560675654,2,1
59,0.026655129280661435,0.2831405738691518,0.006705589776958043,0.03909742518712057,0.9578869170844538,0,1
60,0.05659346822644856,0.6634282152417761,0.014192998708382955,0.020713166514303168,0.745673994514914,1,3
61,0.04765514850362375,0.4984600474702093,0.011837258610415778,0.06902115743023382,0.8627644678779228,0,6
62,0.03966559781325329,0.5600962356533776,0.010018014156098626,0.29212548615855477,0.7741325383201701,0,1
63,0.0290253124864949,0.4534698164628525,0.007104929656943702,0.0,0.890770552256179,0,2
64,0.05293557909453856,0.7374990433158927,0.013177088564847693,0.40388484245879835,0.5385131232783977,0,2
65,0.03172299068041963,0.43759841263076077,0.008031091354564701,0.3397736946733858,0.831859735234841,0,1
66,0.03985895169609881,0.4897598539328658,0.009891212592014642,0.10091929728327226,0.8650225481423337,0,3
67,0.03553565493746694,0.5501395394140152,0.008777694687239499,0.06398559840158327,0.8318127792205825,0,2
68,0.06086338538337765,0.8474461174449124,0.015157933238901267,0.28729776356368414,0.4419965593287448,0,5
69,0.06908552443880163,0.9033780911530868,0.01706458759397603,0.4228995324989952,0.0,0,2
70,0.05410746308107645,0.9139049477764098,0.013257322024047065,0.3284925805783568,0.2318771157023695,0,2
71,0.04579595238920262,0.7390330882986088,0.011621273854695238,0.4918402500265793,0.4579202327833669,0,1
72,0.045758178396431474,0.6009318500853931,0.011629465380173504,0.01697285370777145,0.7977241242652581,2,1
73,0.05635411482707699,0.7847881732888595,0.01403948510905484,0.613974738785882,0.0613974738785882,1,5
74,0.033474262846257805,0.551347670348836,0.008376944273426069,0.06112627964731258,0.831317403203451,3,9
75,0.04559539131506185,0.6376516628844978,0.011306229715930736,0.44534723258337855,0.6267849940062364,0,2
76,0.04051899023814373,0.6579697874493995,0.010120416552140004,0.25101476825735153,0.7087475809619337,0,6
77,0.054030330400173375,0.6532810202597183,0.013409369765110955,0.39135205724678224,0.6457308944571907,0,2
78,0.030238086070183457,0.4209818606365564,0.007472377358879336,0.06536202698774006,0.9041747066637374,2,2
79,0.053833027541237394,0.8186338516929039,0.013080022702974552,0.0,0.5716375906238801,1,2
80,0.05463338753538327,0.7586955769028593,0.013564072947090888,0.39570755906000066,0.5144198267780008,0,2
81,0.05811496388360071,0.8714609513860739,0.014508293226770887,0.4867935605672418,0.0,0,8
82,0.0407699704799087,0.5609824284650037,0.010252411734390456,0.1793493354275823,0.8070720094241204,0,1
